id_vehiculo,fecha,hora,ondas,temp_motor,vibracion,presion,humedad,voltaje,velocidad,bateria1,bateria2,dist_supercharger1,dist_supercharger2
24596,14.07.2022,16:28:44,0.979,87.9,0.896,2.24,0.9,419.5,66.2,71.4,49.1,228.8,338.7
24596,14.07.2022,17:53:56,0.878,92.6,0.894,2.81,0.94,377.4,52.9,74.4,66.1,130.3,405.6
24596,14.07.2022,21:20:52,0.818,96.5,0.86,3.47,0.79,358.3,41.1,82.9,97.5,355.8,434.5
24596,14.07.2022,18:28:53,0.9,96.8,0.998,2.45,0.83,333.0,45.3,24.1,55.0,306.8,916.9
24596,14.07.2022,22:46:12,0.93,99.6,0.968,3.26,0.99,331.1,68.3,53.3,47.8,130.9,709.0
24596,14.07.2022,15:40:35,0.958,86.8,0.977,3.27,0.87,438.8,69.2,91.3,71.5,449.0,793.0
24596,14.07.2022,21:39:31,0.809,90.8,0.782,3.61,0.75,410.9,65.6,25.4,61.0,434.4,435.7
24596,14.07.2022,16:26:49,0.981,95.9,0.864,3.97,0.8,345.0,43.3,84.9,64.6,133.3,824.7
24596,14.07.2022,18:09:26,0.905,90.5,0.952,2.57,0.86,422.9,51.0,26.7,57.7,239.7,724.8
24596,14.07.2022,15:48:19,0.763,98.5,0.78,3.95,0.82,363.2,77.8,21.4,80.3,285.3,892.2
24596,14.07.2022,23:25:14,0.987,99.7,0.763,3.08,0.96,423.8,78.3,20.0,81.1,186.2,294.1
24596,14.07.2022,21:05:30,0.916,93.5,0.916,3.13,0.96,355.2,57.0,28.9,98.0,415.7,378.6
24596,14.07.2022,22:19:11,0.775,90.3,0.926,2.35,0.82,330.2,50.9,90.3,42.1,151.7,614.6
24596,14.07.2022,13:15:44,0.991,88.3,0.791,2.12,0.81,412.3,53.9,85.1,59.7,207.4,857.2
24596,14.07.2022,17:07:59,0.881,96.8,0.974,3.73,0.81,423.2,74.2,33.9,93.5,159.1,550.9
24596,14.07.2022,18:55:23,0.964,97.7,0.763,3.38,0.78,398.1,51.7,97.1,55.3,424.8,896.8
24596,14.07.2022,18:55:18,0.901,91.7,0.863,2.19,0.81,392.4,79.9,62.3,90.3,352.6,796.6
24596,14.07.2022,22:57:27,0.958,94.1,0.935,3.54,0.94,415.7,59.6,23.8,86.8,364.5,306.8
24596,14.07.2022,21:30:08,0.887,93.1,0.87,2.91,0.84,357.7,58.0,79.9,58.7,203.5,289.2
24596,14.07.2022,23:20:17,0.739,86.8,0.883,2.06,0.98,427.6,41.5,47.4,64.0,236.3,581.9
24596,14.07.2022,22:20:58,0.984,93.6,0.813,2.94,0.76,405.2,44.0,97.0,49.0,49.4,697.5
24596,14.07.2022,13:10:47,0.928,86.9,0.854,3.89,0.91,403.9,47.5,94.9,89.6,291.7,274.9
24596,14.07.2022,13:32:20,0.771,93.1,0.942,2.15,0.99,349.4,57.8,30.5,92.5,261.5,657.0
24596,14.07.2022,22:35:27,0.952,85.1,0.861,3.9,0.86,410.4,45.2,60.1,77.3,290.4,519.1
24596,14.07.2022,23:07:56,0.957,93.6,0.872,3.91,0.75,404.8,65.2,69.6,61.1,112.6,288.8
24596,14.07.2022,20:56:39,0.864,97.2,0.835,3.55,0.99,355.7,40.6,54.2,62.4,327.3,818.5
24596,14.07.2022,22:11:25,0.996,93.5,0.977,3.71,0.98,378.0,69.1,45.2,96.5,167.5,403.9
24596,14.07.2022,18:17:57,0.904,88.6,0.958,2.7,0.85,371.0,58.5,41.5,77.7,120.0,488.0
24596,14.07.2022,18:45:00,0.934,86.4,0.973,3.05,0.88,344.8,73.5,78.7,80.5,27.1,745.7
24596,14.07.2022,14:33:31,0.882,93.6,0.882,3.34,0.99,357.5,53.7,98.4,89.9,49.5,617.2
24596,14.07.2022,16:21:26,0.817,96.8,0.752,2.5,0.85,383.6,42.2,88.0,98.9,277.0,445.3
24596,14.07.2022,13:40:06,0.738,91.2,0.849,3.67,0.82,355.4,42.4,82.8,99.7,4.3,414.5
24596,14.07.2022,19:32:59,0.745,85.1,0.941,3.87,0.99,367.6,53.4,63.9,60.2,63.8,949.9
24596,14.07.2022,15:23:32,0.918,85.2,0.943,2.81,0.84,419.4,46.0,76.1,89.6,405.4,630.8
24596,14.07.2022,15:18:28,0.793,98.3,0.945,2.11,0.97,330.1,45.7,31.7,79.7,330.1,947.0
24596,14.07.2022,19:49:18,0.783,86.5,0.979,3.49,0.79,424.0,56.5,86.8,93.1,73.2,387.5
24596,14.07.2022,18:31:47,0.87,99.4,0.786,2.09,0.76,406.2,40.7,66.9,44.8,422.6,861.3
24596,14.07.2022,17:40:58,0.789,86.9,0.902,2.33,0.9,403.2,66.2,41.6,41.0,193.6,719.8
24596,14.07.2022,19:51:45,0.962,98.7,0.851,2.37,0.95,338.3,41.9,39.8,89.4,462.1,752.3
24596,14.07.2022,13:04:17,0.862,91.4,0.791,3.97,0.94,349.7,48.0,98.9,96.9,337.9,559.1
24596,14.07.2022,13:28:20,0.802,99.2,0.988,2.24,0.77,429.3,49.8,21.3,48.0,333.1,393.2
24596,14.07.2022,18:26:29,0.85,96.5,0.834,2.93,0.77,417.4,62.4,27.8,44.0,32.3,775.5
24596,14.07.2022,18:52:14,0.993,91.6,0.782,2.02,0.79,342.5,53.1,56.4,94.2,344.6,438.6
24596,14.07.2022,21:51:56,0.971,96.0,0.961,3.49,0.86,387.6,65.3,83.6,64.6,284.2,863.3
24596,14.07.2022,14:08:55,0.83,98.6,0.962,2.07,0.97,401.1,58.3,80.5,40.3,159.8,395.7
24596,14.07.2022,16:41:48,0.924,88.8,0.836,3.91,0.89,355.8,49.7,93.3,70.0,195.4,420.6
24596,14.07.2022,14:46:18,0.987,96.5,0.813,3.76,0.87,344.3,79.4,38.3,88.9,19.2,628.0
24596,14.07.2022,18:55:21,0.957,87.7,0.805,2.53,0.91,406.8,55.8,43.8,46.3,253.4,820.2
24596,14.07.2022,14:54:07,0.74,92.7,0.981,2.08,0.87,362.6,59.1,60.7,66.6,251.4,694.4
24596,14.07.2022,21:43:11,0.769,88.6,0.852,2.57,0.95,350.4,66.8,45.6,92.4,216.5,717.1
24596,14.07.2022,18:31:30,0.97,91.4,0.869,2.48,0.82,340.0,69.4,61.1,63.0,122.8,770.6
24596,14.07.2022,22:05:10,0.856,85.9,0.782,3.1,0.94,362.2,61.6,71.6,83.2,22.1,526.1
24596,14.07.2022,23:45:08,0.78,95.1,0.844,3.59,0.8,396.3,66.6,93.9,52.0,96.4,858.2
24596,14.07.2022,23:02:50,0.828,91.5,0.818,2.48,0.88,404.0,79.3,46.6,69.1,197.3,732.9
24596,14.07.2022,17:04:29,0.929,87.3,0.833,2.97,0.78,430.4,77.5,28.9,54.8,119.1,630.1
24596,14.07.2022,14:23:11,0.865,96.6,0.975,2.85,0.98,344.5,74.7,70.8,84.0,318.1,678.4
24596,14.07.2022,23:36:04,0.79,94.8,0.988,3.05,0.99,374.5,45.1,66.1,67.5,219.1,439.2
24596,14.07.2022,15:19:37,0.729,96.2,0.837,2.76,0.9,377.2,68.6,58.5,78.0,360.9,773.3
24596,14.07.2022,13:07:11,0.759,98.8,0.857,2.43,0.87,357.0,62.7,36.5,93.0,73.4,943.3
24596,14.07.2022,17:08:57,0.901,93.1,0.825,3.76,0.93,331.5,67.1,78.9,71.6,104.5,346.3
24596,14.07.2022,20:32:43,0.845,85.1,0.871,2.49,0.94,431.6,60.4,98.3,68.6,64.0,584.7
24596,14.07.2022,16:27:36,0.793,95.7,0.764,2.74,0.86,330.8,57.5,71.8,89.2,403.6,936.3
24596,14.07.2022,13:41:55,0.877,96.3,0.83,3.25,0.9,402.4,75.5,48.1,96.1,201.7,568.6
24596,14.07.2022,18:58:04,0.887,91.1,0.84,2.98,0.82,372.6,54.3,21.4,82.5,198.4,416.7
24596,14.07.2022,14:52:09,0.882,98.6,0.986,3.76,0.81,345.3,48.1,91.7,61.5,342.9,377.5
24596,14.07.2022,13:38:17,0.899,88.2,0.881,3.59,0.8,339.6,47.2,42.5,95.8,394.4,886.6
24596,14.07.2022,16:48:27,0.851,87.1,0.8,3.02,0.83,409.2,43.7,88.2,41.3,27.3,845.2
24596,14.07.2022,17:34:35,0.946,99.6,0.935,3.83,0.94,352.2,77.7,27.9,88.5,433.4,813.8
24596,14.07.2022,23:27:44,0.706,94.0,0.873,2.3,0.85,340.1,72.3,60.7,83.9,63.1,463.9
24596,14.07.2022,13:47:58,0.829,98.3,0.762,2.08,0.93,372.4,50.7,26.8,98.0,293.8,754.5
24596,14.07.2022,19:37:55,0.802,88.5,0.869,3.85,0.76,394.4,65.4,46.3,43.9,68.2,776.5
24596,14.07.2022,15:08:17,0.801,88.5,0.783,2.15,0.97,407.3,67.9,25.2,94.0,166.3,744.4
24596,14.07.2022,23:35:14,0.916,87.2,0.936,3.97,0.91,381.1,47.1,44.0,81.2,326.6,570.7
24596,14.07.2022,16:12:32,0.998,85.3,0.886,2.21,0.93,372.7,77.5,68.1,70.0,31.5,611.9
24596,14.07.2022,22:24:51,0.971,86.5,0.799,2.09,0.98,418.7,43.9,79.3,78.2,283.5,748.1
24596,14.07.2022,16:14:00,0.931,85.8,0.799,3.92,0.91,353.7,70.1,21.5,88.8,78.4,919.6
24596,14.07.2022,14:54:19,0.952,96.8,0.966,3.49,0.89,370.0,71.8,78.3,93.7,28.0,383.9
24596,14.07.2022,14:35:52,0.789,99.2,0.802,2.73,0.92,382.8,56.0,47.7,93.2,325.6,752.2
24596,14.07.2022,20:26:57,0.958,91.3,0.885,2.37,0.98,356.6,71.0,52.4,41.3,366.8,775.9
24596,14.07.2022,15:25:14,0.845,97.1,0.803,2.27,0.77,407.6,76.5,51.6,68.4,307.5,618.1
24596,14.07.2022,13:05:46,0.953,87.0,0.814,3.59,0.93,373.3,49.8,24.5,76.7,31.2,543.4
24596,14.07.2022,22:32:50,0.851,96.1,0.865,3.13,0.94,357.8,63.1,83.3,57.3,468.0,831.2
24596,14.07.2022,17:03:23,0.8,95.9,0.933,2.83,0.88,398.6,62.4,70.0,41.3,221.2,328.7
24596,14.07.2022,21:31:55,0.887,88.2,0.914,2.19,0.94,339.3,48.4,27.9,75.4,27.9,677.2
24596,14.07.2022,16:01:57,0.714,98.5,0.856,3.65,0.99,359.8,40.9,78.3,54.6,340.4,543.6
24596,14.07.2022,23:24:01,0.955,94.3,0.925,3.47,0.84,356.4,69.3,42.6,54.0,450.7,779.3
24596,14.07.2022,13:55:09,0.967,89.2,0.761,3.16,0.97,421.2,67.4,23.4,91.8,18.4,717.7
24596,14.07.2022,19:53:57,0.766,91.4,0.874,3.0,0.77,400.5,46.7,57.9,66.2,142.7,715.4
24596,14.07.2022,16:00:57,0.962,88.7,0.76,3.64,0.99,377.3,41.0,46.7,43.4,260.8,450.4
24596,14.07.2022,21:44:12,0.857,92.6,0.856,2.51,0.92,356.5,68.7,58.9,50.6,267.3,892.8
24596,14.07.2022,21:57:23,0.725,87.5,0.795,3.63,0.76,438.4,60.6,73.3,89.2,422.5,902.6
24596,14.07.2022,18:53:10,0.711,96.9,0.901,2.57,0.84,375.5,76.9,96.8,55.2,204.8,635.8
24596,14.07.2022,22:25:04,0.908,96.5,0.941,3.67,0.93,419.9,77.0,22.7,90.9,220.1,518.2
24596,14.07.2022,17:44:05,0.982,95.2,0.823,3.21,0.8,343.0,72.7,94.6,83.3,449.2,289.5
24596,14.07.2022,21:32:08,0.819,96.9,0.904,3.51,0.91,416.4,74.6,67.7,55.1,121.6,727.5
24596,14.07.2022,14:36:40,0.757,90.0,0.957,3.54,0.8,337.1,64.0,96.8,99.3,448.2,357.8
24596,14.07.2022,16:00:57,1.0,92.5,0.998,3.44,0.76,367.9,77.1,47.0,44.3,93.2,826.4
24596,14.07.2022,19:17:50,0.7,90.1,0.95,3.9,0.89,352.4,59.7,65.2,87.5,393.0,597.1
24596,14.07.2022,22:20:53,0.779,89.0,0.756,3.8,0.9,334.0,58.8,23.6,43.3,92.1,357.2
24596,14.07.2022,16:34:04,0.965,99.8,0.779,3.68,1.0,415.1,71.0,21.6,68.9,126.7,918.9
24596,14.07.2022,21:44:10,0.826,93.9,0.94,2.57,0.85,375.8,68.2,26.8,91.0,274.2,356.7
24596,14.07.2022,21:27:24,0.989,93.6,0.942,3.46,0.81,360.4,46.6,28.1,46.7,464.7,279.5
24596,14.07.2022,17:44:35,0.713,98.5,0.932,2.07,0.94,378.6,40.8,90.3,44.3,393.5,753.1
24596,14.07.2022,18:05:46,0.727,88.2,0.925,2.36,0.99,369.0,65.6,29.3,96.0,78.3,701.2
24596,14.07.2022,16:00:47,0.823,91.1,0.877,3.29,0.82,436.8,40.2,24.3,64.0,221.2,874.0
24596,14.07.2022,14:41:22,0.808,96.8,0.919,2.81,0.98,426.3,57.2,97.4,57.6,264.4,506.1
24596,14.07.2022,16:10:10,0.772,98.6,0.752,2.31,0.93,373.2,77.4,43.3,46.1,444.4,903.5
24596,14.07.2022,21:25:18,0.727,99.5,0.874,2.52,0.76,383.3,74.8,99.2,43.9,270.1,944.6
24596,14.07.2022,21:22:16,0.744,88.8,0.791,2.8,0.82,405.0,71.8,76.7,43.4,408.9,853.1
24596,14.07.2022,22:19:28,0.71,85.6,0.898,2.76,0.93,391.1,46.0,62.0,93.5,395.3,876.2
24596,14.07.2022,14:08:53,0.846,95.3,0.932,3.7,0.95,343.1,60.1,52.3,64.5,361.2,775.7
24596,14.07.2022,16:08:53,1.0,88.3,0.979,3.88,0.95,383.0,49.4,20.4,99.4,220.1,311.0
24596,14.07.2022,23:55:21,0.802,92.7,0.972,2.16,0.95,417.3,69.3,72.3,94.0,148.5,758.2
24596,14.07.2022,18:02:36,0.793,93.8,0.914,2.32,0.93,422.7,52.4,91.4,74.2,30.4,687.2
24596,14.07.2022,21:34:33,0.71,88.7,0.949,3.78,0.99,437.4,60.8,40.8,92.4,139.1,900.9
24596,14.07.2022,17:26:49,0.759,98.5,0.971,3.13,0.85,343.0,40.9,77.6,75.4,79.1,651.5
24596,14.07.2022,13:38:54,0.975,92.1,0.761,2.38,0.89,331.7,45.5,73.5,84.4,155.9,632.6
24596,14.07.2022,18:17:31,0.861,86.1,0.925,2.43,0.84,366.3,56.9,92.3,55.2,287.8,530.1
24596,14.07.2022,16:04:03,0.803,97.8,0.965,3.07,0.93,342.3,72.8,40.2,51.0,478.2,387.2
24596,14.07.2022,16:44:51,0.805,95.5,0.874,3.14,0.96,410.1,47.0,64.4,51.1,380.8,331.1
24596,14.07.2022,13:35:45,0.9,98.5,0.773,2.0,0.89,391.9,54.7,93.1,79.5,139.9,780.6
24596,14.07.2022,20:43:32,0.709,94.5,0.9,2.88,0.78,403.4,54.2,28.7,67.9,154.5,362.2
24596,14.07.2022,23:53:37,0.857,99.3,0.952,3.43,0.8,348.6,79.6,59.2,72.3,113.5,638.1
24596,14.07.2022,18:23:53,0.931,90.7,0.766,3.96,0.86,373.2,78.7,88.8,89.1,294.7,545.6
24596,14.07.2022,21:06:43,0.716,96.0,0.835,2.43,0.85,353.1,44.8,93.3,86.7,133.1,327.1
24596,14.07.2022,22:40:29,0.84,86.7,0.806,3.1,0.84,331.7,66.9,61.1,73.9,57.7,499.8
24596,14.07.2022,16:01:57,0.714,94.6,0.883,2.07,0.9,429.5,54.8,71.8,80.0,5.5,614.8
24596,14.07.2022,16:13:11,0.805,92.1,0.881,2.87,0.98,388.4,75.9,24.0,82.3,349.3,875.3
24596,14.07.2022,21:24:13,0.726,96.1,0.948,3.99,0.92,398.2,63.9,40.2,84.1,114.5,447.1
24596,14.07.2022,22:48:41,0.936,94.3,0.883,3.13,0.84,383.4,40.1,24.7,44.0,86.7,539.3
24596,14.07.2022,20:57:33,0.959,87.4,0.974,2.09,0.94,364.8,61.3,53.2,90.3,165.3,739.3
24596,14.07.2022,18:01:07,0.91,96.1,0.754,2.76,0.96,383.2,73.5,45.2,90.4,113.3,605.9
24596,14.07.2022,21:39:38,0.95,95.0,0.813,2.77,0.9,388.1,44.7,32.6,70.9,60.0,728.1
24596,14.07.2022,14:13:27,0.715,88.3,0.982,2.06,0.97,420.5,43.7,22.5,53.0,152.0,684.8
24596,14.07.2022,21:34:30,0.764,88.0,0.887,3.43,0.86,364.5,62.3,61.2,64.7,144.5,595.0
24596,14.07.2022,15:25:54,0.752,89.2,0.771,3.64,0.86,418.4,50.5,27.8,49.6,343.5,573.2
24596,14.07.2022,20:52:50,0.863,99.3,0.972,3.78,0.86,375.6,59.1,64.2,60.5,235.6,281.1
24596,14.07.2022,21:35:29,0.71,98.7,0.857,2.18,1.0,336.3,55.3,66.6,53.9,58.5,579.9
24596,14.07.2022,14:10:00,0.935,98.3,0.772,2.13,0.89,352.7,74.5,74.2,52.8,269.3,550.3
24596,14.07.2022,23:34:22,0.981,85.9,0.838,3.35,0.79,433.4,72.0,40.2,43.9,342.8,308.2
24596,14.07.2022,16:52:31,0.932,96.1,0.876,3.44,0.88,376.9,61.0,46.1,56.8,268.9,273.9
24596,14.07.2022,17:02:39,0.985,95.0,0.915,3.79,0.87,393.3,50.3,23.0,54.1,388.9,937.2
24596,14.07.2022,15:18:21,0.962,90.0,0.935,3.35,0.8,339.1,50.0,80.6,42.0,54.3,572.0
24596,14.07.2022,20:46:21,0.798,88.4,0.907,3.09,0.98,382.7,70.6,60.2,41.8,60.7,363.2
24596,14.07.2022,16:21:20,0.78,90.9,0.981,3.65,0.99,361.6,42.1,30.1,64.6,293.0,560.1
24596,14.07.2022,21:00:41,0.829,98.2,0.98,2.72,0.98,349.8,78.0,31.2,77.4,398.8,372.9
24596,14.07.2022,20:43:36,0.725,97.8,0.927,3.11,0.77,390.5,40.4,87.8,50.3,376.7,777.3
24596,14.07.2022,18:49:33,0.971,98.9,0.928,2.11,1.0,347.8,68.6,68.7,57.4,283.0,878.3
24596,14.07.2022,23:45:40,0.804,92.1,0.826,3.73,0.97,366.2,69.7,26.8,54.6,33.6,327.5
24596,14.07.2022,14:23:15,0.943,88.0,0.837,3.88,0.96,429.9,48.7,68.0,55.0,88.3,651.6
24596,14.07.2022,23:36:36,0.924,98.4,0.809,3.76,0.83,399.5,46.0,47.3,44.5,203.4,429.6
24596,14.07.2022,18:58:28,0.806,88.9,0.797,2.03,0.91,426.0,78.8,80.6,89.9,139.0,509.3
24596,14.07.2022,17:57:11,0.811,93.0,0.942,3.5,0.79,385.6,56.1,78.6,66.1,30.9,600.3
24596,14.07.2022,18:37:41,0.958,87.2,0.824,2.0,0.92,425.0,50.4,24.1,73.6,343.5,429.3
24596,14.07.2022,20:42:23,0.934,89.9,0.826,2.32,0.99,367.8,71.0,50.9,49.5,23.8,913.4
24596,14.07.2022,15:30:50,0.967,94.8,0.774,2.33,0.87,388.6,62.8,60.7,60.4,56.3,730.5
24596,14.07.2022,22:13:57,0.802,99.3,0.758,3.56,0.93,332.3,49.8,42.5,43.3,413.1,770.6
24596,14.07.2022,19:06:37,0.784,91.3,0.761,3.16,0.77,397.8,79.8,79.6,41.4,443.4,848.8
24596,14.07.2022,18:10:06,0.886,97.5,0.997,2.73,0.91,334.3,62.1,28.2,93.0,377.7,902.5
24596,14.07.2022,15:08:14,0.775,86.9,0.839,2.12,0.79,415.9,72.9,92.3,78.8,46.6,802.0
24596,14.07.2022,14:20:19,0.801,94.4,0.905,3.12,0.88,378.8,51.2,43.1,67.5,409.2,678.3
24596,14.07.2022,20:18:41,0.976,96.1,0.799,3.07,0.89,428.5,57.7,82.3,84.8,28.5,677.4
24596,14.07.2022,22:50:51,0.956,94.7,0.952,2.45,0.88,345.1,42.7,21.7,43.2,11.9,514.3
24596,14.07.2022,19:15:20,0.826,94.3,0.77,3.14,0.88,430.5,50.4,76.4,87.3,36.9,727.5
24596,14.07.2022,16:24:34,0.997,93.5,0.999,3.8,0.79,382.4,55.7,44.4,49.3,86.9,872.5
24596,14.07.2022,23:19:30,0.872,95.8,0.851,3.93,0.93,362.4,55.7,27.2,93.6,293.7,599.1
24596,14.07.2022,16:13:47,0.99,86.3,0.939,2.51,0.87,360.0,78.5,77.7,42.9,10.3,713.1
24596,14.07.2022,21:53:38,0.995,86.8,0.846,3.2,0.94,354.6,78.9,54.6,88.6,325.6,928.6
24596,14.07.2022,17:22:09,0.944,93.8,0.999,3.92,0.94,436.4,66.5,34.2,67.6,89.4,938.9
24596,14.07.2022,16:02:05,0.726,94.6,0.842,2.59,0.93,376.1,40.8,34.5,66.2,429.8,564.9
24596,14.07.2022,21:47:48,0.733,88.8,0.844,3.8,0.95,350.9,49.7,29.0,57.5,275.1,936.8
24596,14.07.2022,23:55:59,0.706,88.8,0.928,3.57,0.96,373.7,42.2,76.9,96.5,155.7,669.3
24596,14.07.2022,18:14:17,0.821,88.9,0.803,2.79,0.81,350.5,40.6,50.6,49.2,153.3,948.3
24596,14.07.2022,22:12:47,0.924,87.4,0.86,2.16,0.79,351.2,75.5,55.2,79.4,84.6,861.1
24596,14.07.2022,19:07:21,0.836,99.4,0.994,3.24,0.85,438.1,58.3,65.4,43.3,389.0,675.7
24596,14.07.2022,20:16:07,0.91,89.1,0.977,3.98,0.87,376.2,79.8,32.1,77.5,247.8,716.4
24596,14.07.2022,13:38:34,0.873,95.5,0.824,3.09,0.92,405.0,57.1,63.9,97.7,235.2,367.5
24596,14.07.2022,20:15:57,0.964,93.2,0.897,2.3,0.77,398.4,73.0,78.7,61.7,274.2,516.1
24596,14.07.2022,23:46:34,0.899,85.5,0.811,2.56,0.75,384.2,46.7,98.6,51.2,174.6,788.4
24596,14.07.2022,22:44:48,0.863,94.6,0.805,3.61,0.79,349.6,72.7,50.8,57.3,328.5,581.5
24596,14.07.2022,23:01:16,0.85,99.5,0.988,2.58,0.78,398.6,76.9,65.0,83.3,163.6,667.9
24596,14.07.2022,15:58:15,0.753,95.7,0.928,2.47,0.77,398.3,43.8,48.8,70.6,138.4,609.8
24596,14.07.2022,19:30:04,0.832,99.3,0.924,2.17,0.94,331.5,67.7,52.2,89.4,121.6,897.4
24596,14.07.2022,14:25:51,0.716,97.1,0.878,2.91,0.81,348.3,44.2,50.5,57.0,420.0,806.8
24596,14.07.2022,19:14:00,0.904,85.3,0.836,2.68,0.84,426.6,40.5,36.0,58.6,256.4,699.4
24596,14.07.2022,18:29:39,0.949,94.9,0.855,2.55,0.89,380.4,69.6,34.1,51.8,245.1,491.4
24596,14.07.2022,17:46:54,0.727,97.6,0.759,2.7,0.78,410.2,57.7,72.7,42.0,367.8,557.4
24596,14.07.2022,16:41:36,0.762,96.8,0.944,2.84,0.8,348.2,56.9,98.8,42.5,178.1,734.7
24596,14.07.2022,21:19:04,0.74,99.7,0.752,3.05,0.79,357.8,76.1,68.3,93.3,98.0,510.5
24596,14.07.2022,18:13:54,0.937,92.8,0.96,2.59,0.94,336.4,76.6,89.3,59.9,380.8,407.5
24596,14.07.2022,19:51:38,0.971,93.0,0.981,3.74,0.91,405.1,77.4,77.0,99.2,53.8,904.2
24596,14.07.2022,18:36:42,0.733,85.4,0.93,2.31,0.98,410.2,54.6,77.0,78.2,409.1,312.1
24596,14.07.2022,17:48:45,0.975,97.6,0.824,2.57,0.93,346.5,59.1,68.9,60.2,292.5,782.3
24596,14.07.2022,21:58:36,0.981,88.6,0.881,3.93,0.97,362.0,70.2,54.9,91.6,441.9,747.8
24596,14.07.2022,14:20:57,0.888,91.7,0.987,3.0,0.84,352.5,76.6,89.4,90.7,99.8,833.1
24596,14.07.2022,22:31:56,0.961,94.0,0.96,3.86,0.91,349.4,67.3,72.4,90.4,246.2,784.3
24596,14.07.2022,22:11:16,0.726,97.1,0.987,3.95,0.77,393.9,70.1,44.0,49.3,246.8,515.7
24596,14.07.2022,18:17:04,0.854,93.5,0.836,2.62,0.88,381.9,65.5,30.8,79.8,393.2,323.0
24596,14.07.2022,15:48:24,0.906,99.7,0.877,2.1,0.84,368.8,69.5,95.1,97.2,211.0,700.9
24596,14.07.2022,16:35:34,0.98,99.4,0.966,2.61,0.94,429.7,77.6,21.9,56.2,271.7,816.9
24596,14.07.2022,23:27:55,0.802,85.4,0.761,2.51,0.9,363.0,73.9,69.0,54.4,357.7,645.4
24596,14.07.2022,13:06:21,0.862,97.7,0.767,3.24,0.98,393.2,55.6,91.7,61.9,194.4,492.1
24596,14.07.2022,22:19:18,0.936,87.1,0.928,3.38,0.79,344.0,56.6,68.2,92.4,121.5,864.9
24596,14.07.2022,14:00:45,0.774,97.5,0.878,2.28,0.87,401.4,79.8,76.7,94.7,403.4,804.4
24596,14.07.2022,22:45:56,0.712,91.3,0.999,2.45,0.98,352.0,41.3,82.0,92.3,79.1,934.4
24596,14.07.2022,15:53:05,0.758,88.0,0.922,3.01,0.76,337.5,52.6,60.6,55.6,374.4,357.8
24596,14.07.2022,13:53:15,0.943,98.4,0.951,2.66,0.96,331.7,47.1,51.2,50.6,439.4,697.3
24596,14.07.2022,22:34:58,0.863,92.5,0.947,2.35,0.85,340.7,77.9,99.3,60.8,235.3,523.0
24596,14.07.2022,16:44:40,0.756,87.7,0.958,2.1,1.0,347.2,53.6,53.8,84.8,404.6,558.2
24596,14.07.2022,16:46:03,0.973,92.3,0.876,3.36,0.95,389.7,65.6,59.1,80.1,445.9,348.8
24596,14.07.2022,13:58:06,0.954,86.1,0.852,3.37,0.85,331.2,57.9,69.6,87.4,44.0,710.7
24596,14.07.2022,18:32:28,0.961,95.4,0.922,3.25,0.97,377.5,56.2,82.2,80.9,49.9,386.7
24596,14.07.2022,23:36:16,0.798,95.7,0.91,3.01,0.91,333.7,42.4,71.9,97.1,33.2,374.3
24596,14.07.2022,15:40:53,0.91,92.6,0.878,2.52,0.87,373.4,41.4,23.9,70.5,276.8,717.5
24596,14.07.2022,23:27:09,0.924,90.3,0.988,3.92,0.76,436.4,45.3,74.0,65.8,322.8,767.0
24596,14.07.2022,18:43:04,0.734,87.9,0.768,2.1,0.88,435.9,77.5,89.5,42.2,279.8,278.2
24596,14.07.2022,23:22:38,0.72,85.3,0.919,3.57,0.86,342.6,56.2,59.9,67.9,40.5,777.8
24596,14.07.2022,18:49:11,0.974,88.7,0.979,3.55,0.76,334.0,45.9,59.7,59.4,308.0,896.6
24596,14.07.2022,17:37:21,0.769,92.4,0.85,3.62,0.98,363.8,51.1,78.7,50.9,1.5,936.3
24596,14.07.2022,17:09:13,0.975,91.6,0.939,2.01,0.94,437.5,74.6,99.8,91.6,319.6,814.1
24596,14.07.2022,16:31:22,0.851,90.6,0.936,2.52,0.84,366.2,58.5,45.8,50.1,447.8,753.1
24596,14.07.2022,20:09:24,0.949,98.0,0.961,2.59,0.9,415.0,76.1,43.8,87.6,313.9,322.4
24596,14.07.2022,18:08:11,0.778,85.2,0.807,3.9,0.85,412.1,52.3,60.0,79.5,442.9,505.8
24596,14.07.2022,23:25:38,0.952,98.0,0.981,3.51,0.99,389.7,64.8,79.1,42.2,311.7,473.1
24596,14.07.2022,23:09:01,0.842,88.0,0.991,3.62,0.88,400.2,57.4,32.3,65.6,411.2,841.0
24596,14.07.2022,15:01:01,0.967,94.0,0.808,3.08,0.92,431.0,47.3,99.0,71.1,136.2,702.9
24596,14.07.2022,16:03:52,0.95,98.2,0.937,3.01,0.85,440.0,46.8,77.4,49.9,325.3,312.9
24596,14.07.2022,20:31:07,0.896,87.3,0.948,2.22,0.88,438.0,76.8,27.4,40.8,106.1,526.4
24596,14.07.2022,19:29:37,0.961,92.6,0.777,3.18,0.85,408.1,72.2,56.0,95.5,356.7,584.7
24596,14.07.2022,23:43:48,0.887,90.6,0.787,3.83,0.76,356.9,45.1,87.3,44.4,308.9,460.3
24596,14.07.2022,14:44:06,0.882,92.7,0.952,3.97,0.8,358.5,60.6,67.8,72.9,271.4,597.6
24596,14.07.2022,14:39:09,0.872,92.7,0.838,3.76,0.95,395.1,46.4,30.3,80.2,215.4,843.6
